LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2026-01-12 12:53:34,1900-01-00 00:00:00,,94:4E:5B:6F:7E:D1,-64, ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:34,1900-01-00 00:00:00,,D6:92:5E:B8:64:EE,-92, ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:34,1900-01-00 00:00:00,HOTBOX2021,94:4E:5B:6F:7E:D1,-64, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:34,1900-01-00 00:00:00,HOTBOX2021,94:4E:5B:6F:7E:D1,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:35,1900-01-00 00:00:00,,D0:CF:0E:85:E8:A4,-92, ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:35,1900-01-00 00:00:00,1924Farkas_2.4,D0:CF:0E:85:E8:A4,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:35,1900-01-00 00:00:00,,E4:FA:C4:46:61:D6,-90, ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:35,1900-01-00 00:00:00,,D8:32:14:9D:12:D1,-90,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:35,1900-01-00 00:00:00,mark1966,E4:FA:C4:46:61:D6,-82, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:35,1900-01-00 00:00:00,,EA:FA:C4:46:61:D6,-88, ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:35,1900-01-00 00:00:00,,EA:FA:C4:46:61:D6,-90, WPA ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:36,1900-01-00 00:00:00,,08:3A:8D:F4:24:36,-70,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,80:AF:CA:5B:ED:08,-90, ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:36,1900-01-00 00:00:00,,3C:7C:3F:B5:F3:A0,-50, ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:36,1900-01-00 00:00:00,BOSS 2.4,3C:7C:3F:B5:F3:A0,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:36,1900-01-00 00:00:00,,B0:BB:E5:A4:DA:04,-72, ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:36,1900-01-00 00:00:00,Más Fuerte ,80:AF:CA:5B:ED:08,-88, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:36,1900-01-00 00:00:00,BOSS 2.4,3C:7C:3F:B5:F3:A0,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:36,1900-01-00 00:00:00,Hadad,B0:BB:E5:A4:DA:04,-72, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-01-12 12:53:36,1900-01-00 00:00:00,,24:D7:EB:E0:86:0F,-92,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-80,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-90,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-90,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-92,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-90,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-92,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-92,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-90,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-92,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-90,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-86,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-88,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-90,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-90,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-90,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-90,,0.000000,0.000000,0.000,0.000,Client
2026-01-12 12:53:36,1900-01-00 00:00:00,,70:C9:32:B7:C7:97,-90,,0.000000,0.000000,0.000,0.000,Client
