LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-12-31 13:08:57,1900-01-00 00:00:00,,B0:BB:E5:A4:DA:04,-63, ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:08:57,1900-01-00 00:00:00,Hadad,B0:BB:E5:A4:DA:04,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:08:57,1900-01-00 00:00:00,,94:4E:5B:6F:7E:D1,-52, ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:08:57,1900-01-00 00:00:00,HOTBOX2021,94:4E:5B:6F:7E:D1,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:08:58,1900-01-00 00:00:00,HOTBOX2021,94:4E:5B:6F:7E:D1,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:08:58,1900-01-00 00:00:00,,3C:7C:3F:B5:F3:A0,-47, ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:08:59,1900-01-00 00:00:00,Hadad,B0:BB:E5:A4:DA:04,-64, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:08:59,1900-01-00 00:00:00,BOSS 2.4,3C:7C:3F:B5:F3:A0,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:08:59,1900-01-00 00:00:00,BOSS 2.4,3C:7C:3F:B5:F3:A0,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:08:59,1900-01-00 00:00:00,Hadad,B0:BB:E5:A4:DA:04,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:08:59,1900-01-00 00:00:00,Hadad,B0:BB:E5:A4:DA:04,-64, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:00,1900-01-00 00:00:00,,50:EC:50:05:37:E9,-62,,0.000000,0.000000,0.000,0.000,Client
2025-12-31 13:09:00,1900-01-00 00:00:00,BOSS 2.4,3C:7C:3F:B5:F3:A0,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:00,1900-01-00 00:00:00,BOSS 2.4,3C:7C:3F:B5:F3:A0,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:00,1900-01-00 00:00:00,BOSS 2.4,3C:7C:3F:B5:F3:A0,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:00,1900-01-00 00:00:00,Hadad,B0:BB:E5:A4:DA:04,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:00,1900-01-00 00:00:00,,50:EC:50:05:37:E9,-62,,0.000000,0.000000,0.000,0.000,Client
2025-12-31 13:09:00,1900-01-00 00:00:00,,50:EC:50:05:37:E9,-61,,0.000000,0.000000,0.000,0.000,Client
2025-12-31 13:09:00,1900-01-00 00:00:00,,50:EC:50:05:37:E9,-61,,0.000000,0.000000,0.000,0.000,Client
2025-12-31 13:09:00,1900-01-00 00:00:00,,50:EC:50:05:37:E9,-61,,0.000000,0.000000,0.000,0.000,Client
2025-12-31 13:09:00,1900-01-00 00:00:00,,50:EC:50:05:37:E9,-61,,0.000000,0.000000,0.000,0.000,Client
2025-12-31 13:09:00,1900-01-00 00:00:00,,50:EC:50:05:37:E9,-61,,0.000000,0.000000,0.000,0.000,Client
2025-12-31 13:09:01,1900-01-00 00:00:00,,C4:E9:0A:BF:27:B2,-84, ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,,B0:BB:E5:A4:DA:05,-71, ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,,B2:BB:E5:A4:DA:07,-71, ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,,C4:E9:0A:BF:27:B2,-83, WPA ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,Hadad,B0:BB:E5:A4:DA:05,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,,B2:BB:E5:A4:DA:07,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,SHLP5G,C4:E9:0A:BF:27:B2,-83, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,Hadad,B0:BB:E5:A4:DA:05,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,,B2:BB:E5:A4:DA:07,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,SHLP5G,C4:E9:0A:BF:27:B2,-84, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,Hadad,B0:BB:E5:A4:DA:05,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,,B2:BB:E5:A4:DA:07,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,SHLP5G,C4:E9:0A:BF:27:B2,-84, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,Hadad,B0:BB:E5:A4:DA:05,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,,B2:BB:E5:A4:DA:07,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,,B2:BB:E5:A4:DA:07,-71, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,SHLP5G,C4:E9:0A:BF:27:B2,-83, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,,62:45:B6:AC:63:B3,-81, ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,,62:45:B6:AC:63:B3,-82, WEP ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,,62:45:B6:AC:63:B3,-81, WEP ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,,62:45:B6:AC:63:B3,-82, WEP ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:01,1900-01-00 00:00:00,,62:45:B6:AC:63:B3,-81, WEP ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:02,1900-01-00 00:00:00,,94:4E:5B:6F:7E:D2,-67, ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:02,1900-01-00 00:00:00,,96:4E:5B:6F:7E:D7,-67, ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:02,1900-01-00 00:00:00,HOTBOX2021,94:4E:5B:6F:7E:D2,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:02,1900-01-00 00:00:00,,96:4E:5B:6F:7E:D7,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:02,1900-01-00 00:00:00,,96:4E:5B:6F:7E:D7,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:02,1900-01-00 00:00:00,HOTBOX2021,94:4E:5B:6F:7E:D2,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:02,1900-01-00 00:00:00,HOTBOX2021,94:4E:5B:6F:7E:D2,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:02,1900-01-00 00:00:00,,96:4E:5B:6F:7E:D7,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:02,1900-01-00 00:00:00,,8A:70:23:01:D7:61,-89, ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:02,1900-01-00 00:00:00,HOTBOX2021,94:4E:5B:6F:7E:D2,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:02,1900-01-00 00:00:00,,96:4E:5B:6F:7E:D7,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:03,1900-01-00 00:00:00,HOTBOX2021,94:4E:5B:6F:7E:D2,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:03,1900-01-00 00:00:00,,96:4E:5B:6F:7E:D7,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:04,1900-01-00 00:00:00,,3C:7C:3F:B5:F3:A4,-63, ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:04,1900-01-00 00:00:00,BOSS AC,3C:7C:3F:B5:F3:A4,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:04,1900-01-00 00:00:00,BOSS AC,3C:7C:3F:B5:F3:A4,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:04,1900-01-00 00:00:00,BOSS AC,3C:7C:3F:B5:F3:A4,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:04,1900-01-00 00:00:00,BOSS AC,3C:7C:3F:B5:F3:A4,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:04,1900-01-00 00:00:00,BOSS AC,3C:7C:3F:B5:F3:A4,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:04,1900-01-00 00:00:00,BOSS AC,3C:7C:3F:B5:F3:A4,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:05,1900-01-00 00:00:00,,3C:7C:3F:B5:F3:A8,-54, ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:05,1900-01-00 00:00:00,BOSS AX,3C:7C:3F:B5:F3:A8,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:05,1900-01-00 00:00:00,BOSS AX,3C:7C:3F:B5:F3:A8,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:05,1900-01-00 00:00:00,BOSS AX,3C:7C:3F:B5:F3:A8,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:05,1900-01-00 00:00:00,BOSS AX,3C:7C:3F:B5:F3:A8,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:13,1900-01-00 00:00:00,,08:3A:8D:F4:24:36,-62,,0.000000,0.000000,0.000,0.000,Client
2025-12-31 13:09:13,1900-01-00 00:00:00,HOTBOX2021,94:4E:5B:6F:7E:D1,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-31 13:09:13,1900-01-00 00:00:00,HOTBOX2021,94:4E:5B:6F:7E:D1,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
